Year,Qtr,Area Type,State,Area,Ownership,Industry,Annual Average Status Code,Annual Average Establishment Count,Annual Average Employment,Annual Total Wages,Annual Average Weekly Wage,Annual Average Pay,Employment Location Quotient Relative to U.S.,Total Wage Location Quotient Relative to U.S.
2017,A,County,California,"Alpine County, California",Total Covered,"10 Total, all industries",,83,751,"27,271,892",698,"36,298",1.00,1.00
2017,A,County,California,"Amador County, California",Total Covered,"10 Total, all industries",,"1,123","12,080","528,732,785",842,"43,770",1.00,1.00
2017,A,County,California,"Butte County, California",Total Covered,"10 Total, all industries",,"8,397","82,478","3,389,796,362",790,"41,099",1.00,1.00
2017,A,County,California,"Calaveras County, California",Total Covered,"10 Total, all industries",,"1,311","9,410","362,669,685",741,"38,540",1.00,1.00
2017,A,County,California,"Colusa County, California",Total Covered,"10 Total, all industries",,824,"9,007","376,330,397",803,"41,782",1.00,1.00
2017,A,County,California,"Contra Costa County, California",Total Covered,"10 Total, all industries",,"31,820","366,720","24,651,313,816","1,293","67,221",1.00,1.00
2017,A,County,California,"Del Norte County, California",Total Covered,"10 Total, all industries",,802,"8,106","309,441,766",734,"38,176",1.00,1.00
2017,A,County,California,"El Dorado County, California",Total Covered,"10 Total, all industries",,"5,398","56,414","2,725,432,017",929,"48,312",1.00,1.00
2017,A,County,California,"Fresno County, California",Total Covered,"10 Total, all industries",,"34,853","381,997","16,382,245,168",825,"42,886",1.00,1.00
2017,A,County,California,"Glenn County, California",Total Covered,"10 Total, all industries",,"1,182","8,931","361,765,109",779,"40,505",1.00,1.00
2017,A,County,California,"Humboldt County, California",Total Covered,"10 Total, all industries",,"5,299","49,141","1,961,182,985",767,"39,910",1.00,1.00
2017,A,County,California,"Imperial County, California",Total Covered,"10 Total, all industries",,"7,324","62,866","2,441,102,074",747,"38,830",1.00,1.00
2017,A,County,California,"Inyo County, California",Total Covered,"10 Total, all industries",,730,"7,453","317,370,674",819,"42,584",1.00,1.00
2017,A,County,California,"Kern County, California",Total Covered,"10 Total, all industries",,"18,603","316,661","14,268,655,905",867,"45,060",1.00,1.00
2017,A,County,California,"Kings County, California",Total Covered,"10 Total, all industries",,"3,863","46,873","1,958,633,578",804,"41,786",1.00,1.00
2017,A,County,California,"Lake County, California",Total Covered,"10 Total, all industries",,"3,110","16,399","613,951,998",720,"37,438",1.00,1.00
2017,A,County,California,"Lassen County, California",Total Covered,"10 Total, all industries",,718,"10,144","467,365,923",886,"46,075",1.00,1.00
2017,A,County,California,"Los Angeles County, California",Total Covered,"10 Total, all industries",,"481,216","4,381,836","275,958,278,852","1,211","62,978",1.00,1.00
2017,A,County,California,"Madera County, California",Total Covered,"10 Total, all industries",,"4,197","48,928","2,067,993,040",813,"42,266",1.00,1.00
2017,A,County,California,"Marin County, California",Total Covered,"10 Total, all industries",,"12,330","115,432","7,872,349,240","1,312","68,199",1.00,1.00
2017,A,County,California,"Mariposa County, California",Total Covered,"10 Total, all industries",,506,"5,487","215,640,191",756,"39,301",1.00,1.00
2017,A,County,California,"Mendocino County, California",Total Covered,"10 Total, all industries",,"4,165","32,196","1,253,615,306",749,"38,937",1.00,1.00
2017,A,County,California,"Merced County, California",Total Covered,"10 Total, all industries",,"6,563","79,373","3,313,399,847",803,"41,745",1.00,1.00
2017,A,County,California,"Modoc County, California",Total Covered,"10 Total, all industries",,354,"2,486","94,428,501",730,"37,979",1.00,1.00
2017,A,County,California,"Mono County, California",Total Covered,"10 Total, all industries",,625,"7,369","309,816,686",808,"42,041",1.00,1.00
2017,A,County,California,"Monterey County, California",Total Covered,"10 Total, all industries",,"13,563","190,470","8,979,826,254",907,"47,146",1.00,1.00
2017,A,County,California,"Napa County, California",Total Covered,"10 Total, all industries",,"5,798","76,762","4,138,524,552","1,037","53,914",1.00,1.00
2017,A,County,California,"Nevada County, California",Total Covered,"10 Total, all industries",,"3,618","31,129","1,385,854,757",856,"44,519",1.00,1.00
2017,A,County,California,"Orange County, California",Total Covered,"10 Total, all industries",,"118,328","1,594,267","97,874,090,047","1,181","61,391",1.00,1.00
2017,A,County,California,"Placer County, California",Total Covered,"10 Total, all industries",,"12,800","161,169","8,824,962,972","1,053","54,756",1.00,1.00
2017,A,County,California,"Plumas County, California",Total Covered,"10 Total, all industries",,860,"6,217","260,129,868",805,"41,841",1.00,1.00
2017,A,County,California,"Riverside County, California",Total Covered,"10 Total, all industries",,"62,540","713,182","31,441,226,643",848,"44,086",1.00,1.00
2017,A,County,California,"Sacramento County, California",Total Covered,"10 Total, all industries",,"57,128","647,205","38,283,420,763","1,138","59,152",1.00,1.00
2017,A,County,California,"San Benito County, California",Total Covered,"10 Total, all industries",,"1,591","16,975","785,701,831",890,"46,285",1.00,1.00
2017,A,County,California,"San Bernardino County, California",Total Covered,"10 Total, all industries",,"57,887","730,004","33,324,619,303",878,"45,650",1.00,1.00
2017,A,County,California,"San Diego County, California",Total Covered,"10 Total, all industries",,"109,009","1,435,108","85,964,730,416","1,152","59,901",1.00,1.00
2017,A,County,California,"San Francisco County, California",Total Covered,"10 Total, all industries",,"59,874","716,917","78,216,836,553","2,098","109,102",1.00,1.00
2017,A,County,California,"San Joaquin County, California",Total Covered,"10 Total, all industries",,"17,539","248,066","11,294,699,256",876,"45,531",1.00,1.00
2017,A,County,California,"San Luis Obispo County, California",Total Covered,"10 Total, all industries",,"10,292","117,425","5,379,757,736",881,"45,814",1.00,1.00
2017,A,County,California,"San Mateo County, California",Total Covered,"10 Total, all industries",,"27,835","400,511","46,547,108,554","2,235","116,219",1.00,1.00
2017,A,County,California,"Santa Barbara County, California",Total Covered,"10 Total, all industries",,"15,355","197,603","10,395,550,597","1,012","52,608",1.00,1.00
2017,A,County,California,"Santa Clara County, California",Total Covered,"10 Total, all industries",,"71,605","1,071,448","135,760,289,557","2,437","126,707",1.00,1.00
2017,A,County,California,"Santa Cruz County, California",Total Covered,"10 Total, all industries",,"9,487","104,279","5,148,438,202",949,"49,372",1.00,1.00
2017,A,County,California,"Shasta County, California",Total Covered,"10 Total, all industries",,"6,895","65,465","2,787,700,714",819,"42,583",1.00,1.00
2017,A,County,California,"Sierra County, California",Total Covered,"10 Total, all industries",,118,498,"19,128,871",739,"38,450",1.00,1.00
2017,A,County,California,"Siskiyou County, California",Total Covered,"10 Total, all industries",,"1,717","13,907","554,215,001",766,"39,852",1.00,1.00
2017,A,County,California,"Solano County, California",Total Covered,"10 Total, all industries",,"11,263","138,371","7,835,976,592","1,089","56,630",1.00,1.00
2017,A,County,California,"Sonoma County, California",Total Covered,"10 Total, all industries",,"19,803","205,511","10,723,114,613","1,003","52,178",1.00,1.00
2017,A,County,California,"Stanislaus County, California",Total Covered,"10 Total, all industries",,"15,327","187,022","8,597,316,103",884,"45,970",1.00,1.00
2017,A,County,California,"Sutter County, California",Total Covered,"10 Total, all industries",,"3,182","30,623","1,240,733,580",779,"40,517",1.00,1.00
2017,A,County,California,"Tehama County, California",Total Covered,"10 Total, all industries",,"1,821","18,399","767,072,047",802,"41,691",1.00,1.00
2017,A,County,California,"Trinity County, California",Total Covered,"10 Total, all industries",,403,"2,722","105,024,017",742,"38,590",1.00,1.00
2017,A,County,California,"Tulare County, California",Total Covered,"10 Total, all industries",,"10,272","162,071","6,323,202,871",750,"39,015",1.00,1.00
2017,A,County,California,"Tuolumne County, California",Total Covered,"10 Total, all industries",,"1,586","17,381","745,840,172",825,"42,910",1.00,1.00
2017,A,County,California,"Ventura County, California",Total Covered,"10 Total, all industries",,"26,664","322,344","17,546,127,974","1,047","54,433",1.00,1.00
2017,A,County,California,"Yolo County, California",Total Covered,"10 Total, all industries",,"6,646","101,848","5,932,885,716","1,120","58,252",1.00,1.00
2017,A,County,California,"Yuba County, California",Total Covered,"10 Total, all industries",,"1,648","17,325","861,695,982",956,"49,737",1.00,1.00
2017,A,County,California,"Unknown Or Undefined, California",Total Covered,"10 Total, all industries",,"55,507","387,288","33,565,651,930","1,667","86,668",1.00,1.00
2017,A,County,Colorado,"Adams County, Colorado",Total Covered,"10 Total, all industries",,"10,927","204,964","10,896,544,640","1,022","53,163",1.00,1.00
2017,A,County,Colorado,"Alamosa County, Colorado",Total Covered,"10 Total, all industries",,628,"8,242","301,524,908",704,"36,582",1.00,1.00
2017,A,County,Colorado,"Arapahoe County, Colorado",Total Covered,"10 Total, all industries",,"21,964","328,169","21,105,197,737","1,237","64,312",1.00,1.00
2017,A,County,Colorado,"Archuleta County, Colorado",Total Covered,"10 Total, all industries",,583,"4,138","140,431,956",653,"33,940",1.00,1.00
2017,A,County,Colorado,"Baca County, Colorado",Total Covered,"10 Total, all industries",,116,"1,074","33,086,478",593,"30,819",1.00,1.00
2017,A,County,Colorado,"Bent County, Colorado",Total Covered,"10 Total, all industries",,96,"1,089","35,663,981",630,"32,757",1.00,1.00
2017,A,County,Colorado,"Boulder County, Colorado",Total Covered,"10 Total, all industries",,"15,249","179,825","11,657,018,208","1,247","64,824",1.00,1.00
2017,A,County,Colorado,"Broomfield County, Colorado",Total Covered,"10 Total, all industries",,"2,813","37,867","3,600,073,856","1,828","95,073",1.00,1.00
2017,A,County,Colorado,"Chaffee County, Colorado",Total Covered,"10 Total, all industries",,989,"7,860","276,675,183",677,"35,199",1.00,1.00
2017,A,County,Colorado,"Cheyenne County, Colorado",Total Covered,"10 Total, all industries",,92,692,"27,883,955",775,"40,285",1.00,1.00
2017,A,County,Colorado,"Clear Creek County, Colorado",Total Covered,"10 Total, all industries",,364,"2,998","130,251,751",836,"43,449",1.00,1.00
2017,A,County,Colorado,"Conejos County, Colorado",Total Covered,"10 Total, all industries",,169,"1,507","44,039,070",562,"29,231",1.00,1.00
2017,A,County,Colorado,"Costilla County, Colorado",Total Covered,"10 Total, all industries",,94,916,"25,814,048",542,"28,194",1.00,1.00
2017,A,County,Colorado,"Crowley County, Colorado",Total Covered,"10 Total, all industries",,65,"1,113","43,088,060",745,"38,725",1.00,1.00
2017,A,County,Colorado,"Custer County, Colorado",Total Covered,"10 Total, all industries",,143,810,"26,879,395",638,"33,167",1.00,1.00
2017,A,County,Colorado,"Delta County, Colorado",Total Covered,"10 Total, all industries",,888,"8,439","285,724,061",651,"33,860",1.00,1.00
2017,A,County,Colorado,"Denver County, Colorado",Total Covered,"10 Total, all industries",,"32,072","506,049","34,217,972,953","1,300","67,618",1.00,1.00
2017,A,County,Colorado,"Dolores County, Colorado",Total Covered,"10 Total, all industries",,84,539,"18,196,437",649,"33,765",1.00,1.00
2017,A,County,Colorado,"Douglas County, Colorado",Total Covered,"10 Total, all industries",,"11,998","121,139","7,619,747,179","1,210","62,901",1.00,1.00
2017,A,County,Colorado,"Eagle County, Colorado",Total Covered,"10 Total, all industries",,"3,481","32,395","1,457,198,900",865,"44,983",1.00,1.00
2017,A,County,Colorado,"Elbert County, Colorado",Total Covered,"10 Total, all industries",,668,"3,560","142,769,083",771,"40,101",1.00,1.00
2017,A,County,Colorado,"El Paso County, Colorado",Total Covered,"10 Total, all industries",,"19,615","270,802","13,250,849,740",941,"48,932",1.00,1.00
2017,A,County,Colorado,"Fremont County, Colorado",Total Covered,"10 Total, all industries",,943,"13,601","532,470,308",753,"39,150",1.00,1.00
2017,A,County,Colorado,"Garfield County, Colorado",Total Covered,"10 Total, all industries",,"2,621","25,771","1,231,080,394",919,"47,771",1.00,1.00
2017,A,County,Colorado,"Gilpin County, Colorado",Total Covered,"10 Total, all industries",,168,"4,878","210,040,456",828,"43,059",1.00,1.00
2017,A,County,Colorado,"Grand County, Colorado",Total Covered,"10 Total, all industries",,871,"7,535","260,138,642",664,"34,524",1.00,1.00
2017,A,County,Colorado,"Gunnison County, Colorado",Total Covered,"10 Total, all industries",,"1,201","8,548","303,525,839",683,"35,510",1.00,1.00
2017,A,County,Colorado,"Hinsdale County, Colorado",Total Covered,"10 Total, all industries",,77,293,"8,630,194",566,"29,438",1.00,1.00
2017,A,County,Colorado,"Huerfano County, Colorado",Total Covered,"10 Total, all industries",,185,"1,724","57,037,526",636,"33,084",1.00,1.00
2017,A,County,Colorado,"Jackson County, Colorado",Total Covered,"10 Total, all industries",,91,569,"20,193,769",682,"35,469",1.00,1.00
2017,A,County,Colorado,"Jefferson County, Colorado",Total Covered,"10 Total, all industries",,"20,163","232,938","13,138,729,418","1,085","56,404",1.00,1.00
2017,A,County,Colorado,"Kiowa County, Colorado",Total Covered,"10 Total, all industries",,54,471,"16,329,714",667,"34,676",1.00,1.00
2017,A,County,Colorado,"Kit Carson County, Colorado",Total Covered,"10 Total, all industries",,298,"2,863","99,611,881",669,"34,797",1.00,1.00
2017,A,County,Colorado,"Lake County, Colorado",Total Covered,"10 Total, all industries",,237,"2,280","84,134,888",710,"36,907",1.00,1.00
2017,A,County,Colorado,"La Plata County, Colorado",Total Covered,"10 Total, all industries",,"2,632","26,421","1,183,244,140",861,"44,784",1.00,1.00
2017,A,County,Colorado,"Larimer County, Colorado",Total Covered,"10 Total, all industries",,"12,074","157,774","7,925,957,130",966,"50,236",1.00,1.00
2017,A,County,Colorado,"Las Animas County, Colorado",Total Covered,"10 Total, all industries",,576,"4,905","179,253,451",703,"36,548",1.00,1.00
2017,A,County,Colorado,"Lincoln County, Colorado",Total Covered,"10 Total, all industries",,167,"2,209","82,707,146",720,"37,447",1.00,1.00
2017,A,County,Colorado,"Logan County, Colorado",Total Covered,"10 Total, all industries",,673,"8,058","306,595,804",732,"38,047",1.00,1.00
2017,A,County,Colorado,"Mesa County, Colorado",Total Covered,"10 Total, all industries",,"4,880","61,158","2,598,771,655",817,"42,492",1.00,1.00
2017,A,County,Colorado,"Mineral County, Colorado",Total Covered,"10 Total, all industries",,71,545,"15,594,192",550,"28,609",1.00,1.00
2017,A,County,Colorado,"Moffat County, Colorado",Total Covered,"10 Total, all industries",,464,"4,720","225,772,848",920,"47,830",1.00,1.00
2017,A,County,Colorado,"Montezuma County, Colorado",Total Covered,"10 Total, all industries",,904,"9,177","321,078,350",673,"34,987",1.00,1.00
2017,A,County,Colorado,"Montrose County, Colorado",Total Covered,"10 Total, all industries",,"1,389","14,894","568,703,787",734,"38,183",1.00,1.00
2017,A,County,Colorado,"Morgan County, Colorado",Total Covered,"10 Total, all industries",,791,"12,155","509,143,796",806,"41,888",1.00,1.00
2017,A,County,Colorado,"Otero County, Colorado",Total Covered,"10 Total, all industries",,512,"6,078","208,603,094",660,"34,322",1.00,1.00
2017,A,County,Colorado,"Ouray County, Colorado",Total Covered,"10 Total, all industries",,329,"1,771","62,395,892",678,"35,232",1.00,1.00
2017,A,County,Colorado,"Park County, Colorado",Total Covered,"10 Total, all industries",,548,"2,481","93,668,997",726,"37,758",1.00,1.00
2017,A,County,Colorado,"Phillips County, Colorado",Total Covered,"10 Total, all industries",,171,"1,651","60,816,756",708,"36,836",1.00,1.00
2017,A,County,Colorado,"Pitkin County, Colorado",Total Covered,"10 Total, all industries",,"1,805","16,371","834,165,849",980,"50,954",1.00,1.00
2017,A,County,Colorado,"Prowers County, Colorado",Total Covered,"10 Total, all industries",,402,"4,538","151,262,202",641,"33,331",1.00,1.00
2017,A,County,Colorado,"Pueblo County, Colorado",Total Covered,"10 Total, all industries",,"3,398","60,801","2,529,779,790",800,"41,607",1.00,1.00
2017,A,County,Colorado,"Rio Blanco County, Colorado",Total Covered,"10 Total, all industries",,265,"2,792","135,207,660",931,"48,425",1.00,1.00
2017,A,County,Colorado,"Rio Grande County, Colorado",Total Covered,"10 Total, all industries",,430,"4,031","144,211,155",688,"35,773",1.00,1.00
2017,A,County,Colorado,"Routt County, Colorado",Total Covered,"10 Total, all industries",,"1,792","15,021","637,085,990",816,"42,413",1.00,1.00
2017,A,County,Colorado,"Saguache County, Colorado",Total Covered,"10 Total, all industries",,194,"1,615","50,409,733",600,"31,218",1.00,1.00
2017,A,County,Colorado,"San Juan County, Colorado",Total Covered,"10 Total, all industries",,79,333,"8,896,296",514,"26,729",1.00,1.00
2017,A,County,Colorado,"San Miguel County, Colorado",Total Covered,"10 Total, all industries",,688,"5,306","213,626,874",774,"40,261",1.00,1.00
2017,A,County,Colorado,"Sedgwick County, Colorado",Total Covered,"10 Total, all industries",,88,771,"26,340,715",657,"34,164",1.00,1.00
2017,A,County,Colorado,"Summit County, Colorado",Total Covered,"10 Total, all industries",,"2,288","21,390","840,192,324",755,"39,280",1.00,1.00
